# Source: GeoNames JP dump (https://download.geonames.org/export/dump/JP.zip)
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Columns: display_name	lat	lon	feature_code	population	search_terms
Iseyama (Aichi-ken)	35.14848	136.90245	PPLX	0	iseyama|伊勢山|aichiken|あいちけん|愛知|愛知県|愛知縣|爱知县|あいちけん伊勢山|愛知伊勢山|愛知県伊勢山|愛知縣伊勢山|爱知县伊勢山
Isezakichō (Kanagawa)	35.44407	139.63209	PPL	0	isezakichō|isezakicho|いせざきちょう|イセザキチョウ|伊勢佐木町|kanagawa|かなかわ|かなかわけん|カナガワ|カナガワケン|神奈川|神奈川县|神奈川県|神奈川縣|かなかわいせざきちょう|かなかわイセザキチョウ|かなかわ伊勢佐木町|かなかわけんいせざきちょう|かなかわけんイセザキチョウ|かなかわけん伊勢佐木町|カナガワいせざきちょう|カナガワイセザキチョウ|カナガワ伊勢佐木町|カナガワケンいせざきちょう|カナガワケンイセザキチョウ|カナガワケン伊勢佐木町|神奈川いせざきちょう|神奈川イセザキチョウ|神奈川伊勢佐木町|神奈川县いせざきちょう|神奈川县イセザキチョウ|神奈川县伊勢佐木町|神奈川県いせざきちょう|神奈川県イセザキチョウ|神奈川県伊勢佐木町|神奈川縣いせざきちょう|神奈川縣イセザキチョウ|神奈川縣伊勢佐木町
Ishadō (Okinawa)	26.27555	127.80262	PPL	0	ishadō|ishado|伊舎堂|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわ伊舎堂|おきなわけん伊舎堂|オキナワ伊舎堂|オキナワケン伊舎堂|冲绳县伊舎堂|沖縄伊舎堂|沖縄県伊舎堂|沖繩縣伊舎堂
Ishara (Kagoshima-ken)	28.26667	129.31667	PPL	0	ishara|kagoshimaken|かごしまけん|鹿儿岛县|鹿児島|鹿児島県|鹿兒島縣
Ishi (Kumamoto)	33.022	130.67512	PPL	0	ishi|いし|イシ|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもといし|くまもとイシ|くまもと石|くまもとけんいし|くまもとけんイシ|くまもとけん石|クマモトいし|クマモトイシ|クマモト石|クマモトケンいし|クマモトケンイシ|クマモトケン石|熊本いし|熊本イシ|熊本石|熊本县いし|熊本县イシ|熊本县石|熊本県いし|熊本県イシ|熊本県石|熊本縣いし|熊本縣イシ|熊本縣石
Ishibane (Iwate)	39.30536	140.95618	PPL	0	ishibane|石羽根|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわて石羽根|いわてけん石羽根|イワテ石羽根|イワテケン石羽根|岩手石羽根|岩手县石羽根|岩手県石羽根|岩手縣石羽根
Ishibashi (Aomori-ken)	40.41938	141.50193	PPL	0	ishibashi|いしばし|イシバシ|石橋|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんいしばし|あおもりけんイシバシ|あおもりけん石橋|アオモリケンいしばし|アオモリケンイシバシ|アオモリケン石橋|青森いしばし|青森イシバシ|青森石橋|青森县いしばし|青森县イシバシ|青森县石橋|青森県いしばし|青森県イシバシ|青森県石橋|青森縣いしばし|青森縣イシバシ|青森縣石橋
Ishibashi (Iwate)	40.17105	141.12836	PPL	0	ishibashi|いしばし|イシバシ|石橋|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしばし|いわてイシバシ|いわて石橋|いわてけんいしばし|いわてけんイシバシ|いわてけん石橋|イワテいしばし|イワテイシバシ|イワテ石橋|イワテケンいしばし|イワテケンイシバシ|イワテケン石橋|岩手いしばし|岩手イシバシ|岩手石橋|岩手县いしばし|岩手县イシバシ|岩手县石橋|岩手県いしばし|岩手県イシバシ|岩手県石橋|岩手縣いしばし|岩手縣イシバシ|岩手縣石橋
Ishibashi (Kanagawa)	35.22539	139.13964	PPL	0	ishibashi|石橋|kanagawa|かなかわ|かなかわけん|カナガワ|カナガワケン|神奈川|神奈川县|神奈川県|神奈川縣|かなかわ石橋|かなかわけん石橋|カナガワ石橋|カナガワケン石橋|神奈川石橋|神奈川县石橋|神奈川県石橋|神奈川縣石橋
Ishibashi (Niigata-ken)	37.16112	138.23308	PPLX	0	ishibashi|石橋|niigataken|にいかたけん|新潟|新潟县|新潟県|新潟縣|にいかたけん石橋|新潟石橋|新潟县石橋|新潟県石橋|新潟縣石橋
Ishibashi (Tochigi)	36.43333	139.86667	PPL	0	ishibashi|石橋町|tochigi|とちぎ|とちぎけん|トチギ|トチギケン|栃木|栃木县|栃木県|栃木縣|櫔木縣|とちぎ石橋町|とちぎけん石橋町|トチギ石橋町|トチギケン石橋町|栃木石橋町|栃木县石橋町|栃木県石橋町|栃木縣石橋町|櫔木縣石橋町
Ishibashi (Ōsaka-fu)	34.80773	135.44506	PPLX	0	ishibashi|石橋|ōsakafu|osakafu|おおさかふ|大阪|大阪府|おおさかふ石橋|大阪石橋|大阪府石橋
Ishibashichō (Fukui)	36.14837	136.10404	PPL	0	ishibashichō|ishibashicho|石橋町|fukui|ふくい|ふくいけん|フクイ|フクイケン|福井|福井县|福井県|福井縣|ふくい石橋町|ふくいけん石橋町|フクイ石橋町|フクイケン石橋町|福井石橋町|福井县石橋町|福井県石橋町|福井縣石橋町
Ishibashimachi (Kumamoto)	32.67715	130.64169	PPL	0	ishibashimachi|いしばしまち|イシバシマチ|石橋町|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもといしばしまち|くまもとイシバシマチ|くまもと石橋町|くまもとけんいしばしまち|くまもとけんイシバシマチ|くまもとけん石橋町|クマモトいしばしまち|クマモトイシバシマチ|クマモト石橋町|クマモトケンいしばしまち|クマモトケンイシバシマチ|クマモトケン石橋町|熊本いしばしまち|熊本イシバシマチ|熊本石橋町|熊本县いしばしまち|熊本县イシバシマチ|熊本县石橋町|熊本県いしばしまち|熊本県イシバシマチ|熊本県石橋町|熊本縣いしばしまち|熊本縣イシバシマチ|熊本縣石橋町
Ishibatake (Iwate)	40.19912	141.13629	PPL	0	ishibatake|いしばたけ|イシバタケ|石畑|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしばたけ|いわてイシバタケ|いわて石畑|いわてけんいしばたけ|いわてけんイシバタケ|いわてけん石畑|イワテいしばたけ|イワテイシバタケ|イワテ石畑|イワテケンいしばたけ|イワテケンイシバタケ|イワテケン石畑|岩手いしばたけ|岩手イシバタケ|岩手石畑|岩手县いしばたけ|岩手县イシバタケ|岩手县石畑|岩手県いしばたけ|岩手県イシバタケ|岩手県石畑|岩手縣いしばたけ|岩手縣イシバタケ|岩手縣石畑
Ishibe-minami (Shiga)	34.99955	136.06137	PPL	0	ishibeminami|石部南|shiga|しか|しかけん|シガ|シガケン|滋賀|滋賀県|滋賀縣|滋贺县|しか石部南|しかけん石部南|シガ石部南|シガケン石部南|滋賀石部南|滋賀県石部南|滋賀縣石部南|滋贺县石部南
Ishibu (Shizuoka)	34.7323	138.7571	PPL	0	ishibu|石部|shizuoka|しずおか|しずおかけん|シズオカ|シズオカケン|静冈县|静岡|静岡県|靜岡縣|しずおか石部|しずおかけん石部|シズオカ石部|シズオカケン石部|静冈县石部|静岡石部|静岡県石部|靜岡縣石部
Ishibuchi (Akita)	40.30421	140.68936	PPL	0	ishibuchi|いしぶち|イシブチ|石渕|akita|あきた|あきたけん|アキタ|アキタケン|秋田|秋田县|秋田県|秋田縣|あきたいしぶち|あきたイシブチ|あきた石渕|あきたけんいしぶち|あきたけんイシブチ|あきたけん石渕|アキタいしぶち|アキタイシブチ|アキタ石渕|アキタケンいしぶち|アキタケンイシブチ|アキタケン石渕|秋田いしぶち|秋田イシブチ|秋田石渕|秋田县いしぶち|秋田县イシブチ|秋田县石渕|秋田県いしぶち|秋田県イシブチ|秋田県石渕|秋田縣いしぶち|秋田縣イシブチ|秋田縣石渕
Ishibuchi (Miyagi-ken)	38.83257	140.63893	PPL	0	ishibuchi|いしぶち|イシブチ|石渕|miyagiken|みやぎけん|ミヤギケン|宫城县|宮城|宮城县|宮城県|宮城縣|みやぎけんいしぶち|みやぎけんイシブチ|みやぎけん石渕|ミヤギケンいしぶち|ミヤギケンイシブチ|ミヤギケン石渕|宫城县いしぶち|宫城县イシブチ|宫城县石渕|宮城いしぶち|宮城イシブチ|宮城石渕|宮城县いしぶち|宮城县イシブチ|宮城县石渕|宮城県いしぶち|宮城県イシブチ|宮城県石渕|宮城縣いしぶち|宮城縣イシブチ|宮城縣石渕
Ishiburo (Shizuoka)	34.97674	138.08166	PPLX	0	ishiburo|石風呂|shizuoka|しずおか|しずおかけん|シズオカ|シズオカケン|静冈县|静岡|静岡県|靜岡縣|しずおか石風呂|しずおかけん石風呂|シズオカ石風呂|シズオカケン石風呂|静冈县石風呂|静岡石風呂|静岡県石風呂|靜岡縣石風呂
Ishida (Aomori-ken)	40.84116	140.49316	PPL	0	ishida|いしだ|イシダ|石田|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんいしだ|あおもりけんイシダ|あおもりけん石田|アオモリケンいしだ|アオモリケンイシダ|アオモリケン石田|青森いしだ|青森イシダ|青森石田|青森县いしだ|青森县イシダ|青森县石田|青森県いしだ|青森県イシダ|青森県石田|青森縣いしだ|青森縣イシダ|青森縣石田
Ishida (Kyoto Prefecture)	34.93885	135.80245	PPL	0	ishida|石田|kyotoprefecture|きょうと|きょうとふ|キョウト|キョウトフ|京都|京都府|きょうと石田|きょうとふ石田|キョウト石田|キョウトフ石田|京都石田|京都府石田
Ishida (Miyagi-ken)	38.33711	141.03114	PPL	0	ishida|いしだ|イシダ|石田|miyagiken|みやぎけん|ミヤギケン|宫城县|宮城|宮城县|宮城県|宮城縣|みやぎけんいしだ|みやぎけんイシダ|みやぎけん石田|ミヤギケンいしだ|ミヤギケンイシダ|ミヤギケン石田|宫城县いしだ|宫城县イシダ|宫城县石田|宮城いしだ|宮城イシダ|宮城石田|宮城县いしだ|宮城县イシダ|宮城县石田|宮城県いしだ|宮城県イシダ|宮城県石田|宮城縣いしだ|宮城縣イシダ|宮城縣石田
Ishida (Nagasaki Prefecture)	33.06856	129.69003	PPL	0	ishida|石田|nagasakiprefecture|なかさき|なかさきけん|ナガサキ|ナガサキケン|長崎|長崎県|長崎縣|长崎县|なかさき石田|なかさきけん石田|ナガサキ石田|ナガサキケン石田|長崎石田|長崎県石田|長崎縣石田|长崎县石田
Ishida (Saga-ken)	33.4751	129.85277	PPL	0	ishida|石田|sagaken|さかけん|佐賀|佐賀県|佐賀縣|佐贺县|さかけん石田|佐賀石田|佐賀県石田|佐賀縣石田|佐贺县石田
Ishida (Toyama-ken)	36.86965	137.42158	PPL	0	ishida|石田|toyamaken|とやまけん|富山|富山县|富山県|富山縣|とやまけん石田|富山石田|富山县石田|富山県石田|富山縣石田
Ishida (Ōsaka-fu)	34.66156	135.4441	PPLX	0	ishida|石田|ōsakafu|osakafu|おおさかふ|大阪|大阪府|おおさかふ石田|大阪石田|大阪府石田
Ishida-hongō (Saitama-ken)	35.93901	139.52628	PPL	0	ishidahongō|ishidahongo|石田本郷|saitamaken|埼玉|埼玉县|埼玉県|埼玉縣|埼玉石田本郷|埼玉县石田本郷|埼玉県石田本郷|埼玉縣石田本郷
Ishidachō-indōjiura (Saga-ken)	33.74417	129.75597	PPL	0	ishidachōindōjiura|ishidachoindojiura|いしだちょういんどうじうら|イシダチョウインドウジウラ|石田町印通寺浦|sagaken|さかけん|佐賀|佐賀県|佐賀縣|佐贺县|さかけんいしだちょういんどうじうら|さかけんイシダチョウインドウジウラ|さかけん石田町印通寺浦|佐賀いしだちょういんどうじうら|佐賀イシダチョウインドウジウラ|佐賀石田町印通寺浦|佐賀県いしだちょういんどうじうら|佐賀県イシダチョウインドウジウラ|佐賀県石田町印通寺浦|佐賀縣いしだちょういんどうじうら|佐賀縣イシダチョウインドウジウラ|佐賀縣石田町印通寺浦|佐贺县いしだちょういんどうじうら|佐贺县イシダチョウインドウジウラ|佐贺县石田町印通寺浦
Ishidamachi (Fukuoka Prefecture)	33.83966	130.88649	PPL	0	ishidamachi|石田町|fukuokaprefecture|ふくおかけん|福冈县|福岡|福岡県|福岡縣|ふくおかけん石田町|福冈县石田町|福岡石田町|福岡県石田町|福岡縣石田町
Ishidaminami (Fukuoka Prefecture)	33.82456	130.88217	PPLX	0	ishidaminami|石田南|fukuokaprefecture|ふくおかけん|福冈县|福岡|福岡県|福岡縣|ふくおかけん石田南|福冈县石田南|福岡石田南|福岡県石田南|福岡縣石田南
Ishidasaka (Aomori-ken)	40.82153	140.52342	PPL	0	ishidasaka|いしださか|イシダサカ|石田坂|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんいしださか|あおもりけんイシダサカ|あおもりけん石田坂|アオモリケンいしださか|アオモリケンイシダサカ|アオモリケン石田坂|青森いしださか|青森イシダサカ|青森石田坂|青森县いしださか|青森县イシダサカ|青森县石田坂|青森県いしださか|青森県イシダサカ|青森県石田坂|青森縣いしださか|青森縣イシダサカ|青森縣石田坂
Ishidate (Aomori-ken)	40.85694	140.36476	PPL	0	ishidate|いしだて|イシダテ|石館|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんいしだて|あおもりけんイシダテ|あおもりけん石館|アオモリケンいしだて|アオモリケンイシダテ|アオモリケン石館|青森いしだて|青森イシダテ|青森石館|青森县いしだて|青森县イシダテ|青森县石館|青森県いしだて|青森県イシダテ|青森県石館|青森縣いしだて|青森縣イシダテ|青森縣石館
Ishidoriyachō-daikōji (Iwate)	39.47901	141.11356	PPL	0	ishidoriyachōdaikōji|ishidoriyachodaikoji|いしどりやちょうだいこうじ|イシドリヤチョウダイコウジ|石鳥谷町大興寺|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょうだいこうじ|いわてイシドリヤチョウダイコウジ|いわて石鳥谷町大興寺|いわてけんいしどりやちょうだいこうじ|いわてけんイシドリヤチョウダイコウジ|いわてけん石鳥谷町大興寺|イワテいしどりやちょうだいこうじ|イワテイシドリヤチョウダイコウジ|イワテ石鳥谷町大興寺|イワテケンいしどりやちょうだいこうじ|イワテケンイシドリヤチョウダイコウジ|イワテケン石鳥谷町大興寺|岩手いしどりやちょうだいこうじ|岩手イシドリヤチョウダイコウジ|岩手石鳥谷町大興寺|岩手县いしどりやちょうだいこうじ|岩手县イシドリヤチョウダイコウジ|岩手县石鳥谷町大興寺|岩手県いしどりやちょうだいこうじ|岩手県イシドリヤチョウダイコウジ|岩手県石鳥谷町大興寺|岩手縣いしどりやちょうだいこうじ|岩手縣イシドリヤチョウダイコウジ|岩手縣石鳥谷町大興寺
Ishidoriyachō-eso (Iwate)	39.44901	141.14315	PPL	0	ishidoriyachōeso|ishidoriyachoeso|いしどりやちょうえそ|イシドリヤチョウエソ|石鳥谷町江曽|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょうえそ|いわてイシドリヤチョウエソ|いわて石鳥谷町江曽|いわてけんいしどりやちょうえそ|いわてけんイシドリヤチョウエソ|いわてけん石鳥谷町江曽|イワテいしどりやちょうえそ|イワテイシドリヤチョウエソ|イワテ石鳥谷町江曽|イワテケンいしどりやちょうえそ|イワテケンイシドリヤチョウエソ|イワテケン石鳥谷町江曽|岩手いしどりやちょうえそ|岩手イシドリヤチョウエソ|岩手石鳥谷町江曽|岩手县いしどりやちょうえそ|岩手县イシドリヤチョウエソ|岩手县石鳥谷町江曽|岩手県いしどりやちょうえそ|岩手県イシドリヤチョウエソ|岩手県石鳥谷町江曽|岩手縣いしどりやちょうえそ|岩手縣イシドリヤチョウエソ|岩手縣石鳥谷町江曽
Ishidoriyachō-godaidō (Iwate)	39.43416	141.1882	PPL	0	ishidoriyachōgodaidō|ishidoriyachogodaido|いしどりやちょうごだいどう|イシドリヤチョウゴダイドウ|石鳥谷町五大堂|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょうごだいどう|いわてイシドリヤチョウゴダイドウ|いわて石鳥谷町五大堂|いわてけんいしどりやちょうごだいどう|いわてけんイシドリヤチョウゴダイドウ|いわてけん石鳥谷町五大堂|イワテいしどりやちょうごだいどう|イワテイシドリヤチョウゴダイドウ|イワテ石鳥谷町五大堂|イワテケンいしどりやちょうごだいどう|イワテケンイシドリヤチョウゴダイドウ|イワテケン石鳥谷町五大堂|岩手いしどりやちょうごだいどう|岩手イシドリヤチョウゴダイドウ|岩手石鳥谷町五大堂|岩手县いしどりやちょうごだいどう|岩手县イシドリヤチョウゴダイドウ|岩手县石鳥谷町五大堂|岩手県いしどりやちょうごだいどう|岩手県イシドリヤチョウゴダイドウ|岩手県石鳥谷町五大堂|岩手縣いしどりやちょうごだいどう|岩手縣イシドリヤチョウゴダイドウ|岩手縣石鳥谷町五大堂
Ishidoriyachō-hachiman (Iwate)	39.47233	141.14606	PPL	0	ishidoriyachōhachiman|ishidoriyachohachiman|いしどりやちょうはちまん|イシドリヤチョウハチマン|石鳥谷町八幡|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょうはちまん|いわてイシドリヤチョウハチマン|いわて石鳥谷町八幡|いわてけんいしどりやちょうはちまん|いわてけんイシドリヤチョウハチマン|いわてけん石鳥谷町八幡|イワテいしどりやちょうはちまん|イワテイシドリヤチョウハチマン|イワテ石鳥谷町八幡|イワテケンいしどりやちょうはちまん|イワテケンイシドリヤチョウハチマン|イワテケン石鳥谷町八幡|岩手いしどりやちょうはちまん|岩手イシドリヤチョウハチマン|岩手石鳥谷町八幡|岩手县いしどりやちょうはちまん|岩手县イシドリヤチョウハチマン|岩手县石鳥谷町八幡|岩手県いしどりやちょうはちまん|岩手県イシドリヤチョウハチマン|岩手県石鳥谷町八幡|岩手縣いしどりやちょうはちまん|岩手縣イシドリヤチョウハチマン|岩手縣石鳥谷町八幡
Ishidoriyachō-hasedō (Iwate)	39.48169	141.10675	PPL	0	ishidoriyachōhasedō|ishidoriyachohasedo|いしどりやちょうはせどう|イシドリヤチョウハセドウ|石鳥谷町長谷堂|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょうはせどう|いわてイシドリヤチョウハセドウ|いわて石鳥谷町長谷堂|いわてけんいしどりやちょうはせどう|いわてけんイシドリヤチョウハセドウ|いわてけん石鳥谷町長谷堂|イワテいしどりやちょうはせどう|イワテイシドリヤチョウハセドウ|イワテ石鳥谷町長谷堂|イワテケンいしどりやちょうはせどう|イワテケンイシドリヤチョウハセドウ|イワテケン石鳥谷町長谷堂|岩手いしどりやちょうはせどう|岩手イシドリヤチョウハセドウ|岩手石鳥谷町長谷堂|岩手县いしどりやちょうはせどう|岩手县イシドリヤチョウハセドウ|岩手县石鳥谷町長谷堂|岩手県いしどりやちょうはせどう|岩手県イシドリヤチョウハセドウ|岩手県石鳥谷町長谷堂|岩手縣いしどりやちょうはせどう|岩手縣イシドリヤチョウハセドウ|岩手縣石鳥谷町長谷堂
Ishidoriyachō-higashinakashima (Iwate)	39.43966	141.17133	PPL	0	ishidoriyachōhigashinakashima|ishidoriyachohigashinakashima|いしどりやちょうひかしなかしま|イシドリヤチョウヒガシナカシマ|石鳥谷町東中島|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょうひかしなかしま|いわてイシドリヤチョウヒガシナカシマ|いわて石鳥谷町東中島|いわてけんいしどりやちょうひかしなかしま|いわてけんイシドリヤチョウヒガシナカシマ|いわてけん石鳥谷町東中島|イワテいしどりやちょうひかしなかしま|イワテイシドリヤチョウヒガシナカシマ|イワテ石鳥谷町東中島|イワテケンいしどりやちょうひかしなかしま|イワテケンイシドリヤチョウヒガシナカシマ|イワテケン石鳥谷町東中島|岩手いしどりやちょうひかしなかしま|岩手イシドリヤチョウヒガシナカシマ|岩手石鳥谷町東中島|岩手县いしどりやちょうひかしなかしま|岩手县イシドリヤチョウヒガシナカシマ|岩手县石鳥谷町東中島|岩手県いしどりやちょうひかしなかしま|岩手県イシドリヤチョウヒガシナカシマ|岩手県石鳥谷町東中島|岩手縣いしどりやちょうひかしなかしま|岩手縣イシドリヤチョウヒガシナカシマ|岩手縣石鳥谷町東中島
Ishidoriyachō-inohana (Iwate)	39.44884	141.1774	PPL	0	ishidoriyachōinohana|ishidoriyachoinohana|いしどりやちょういのはな|イシドリヤチョウイノハナ|石鳥谷町猪鼻|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょういのはな|いわてイシドリヤチョウイノハナ|いわて石鳥谷町猪鼻|いわてけんいしどりやちょういのはな|いわてけんイシドリヤチョウイノハナ|いわてけん石鳥谷町猪鼻|イワテいしどりやちょういのはな|イワテイシドリヤチョウイノハナ|イワテ石鳥谷町猪鼻|イワテケンいしどりやちょういのはな|イワテケンイシドリヤチョウイノハナ|イワテケン石鳥谷町猪鼻|岩手いしどりやちょういのはな|岩手イシドリヤチョウイノハナ|岩手石鳥谷町猪鼻|岩手县いしどりやちょういのはな|岩手县イシドリヤチョウイノハナ|岩手县石鳥谷町猪鼻|岩手県いしどりやちょういのはな|岩手県イシドリヤチョウイノハナ|岩手県石鳥谷町猪鼻|岩手縣いしどりやちょういのはな|岩手縣イシドリヤチョウイノハナ|岩手縣石鳥谷町猪鼻
Ishidoriyachō-kamiguchi (Iwate)	39.50391	141.15586	PPL	0	ishidoriyachōkamiguchi|ishidoriyachokamiguchi|いしどりやちょうかみぐち|イシドリヤチョウカミグチ|石鳥谷町上口|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょうかみぐち|いわてイシドリヤチョウカミグチ|いわて石鳥谷町上口|いわてけんいしどりやちょうかみぐち|いわてけんイシドリヤチョウカミグチ|いわてけん石鳥谷町上口|イワテいしどりやちょうかみぐち|イワテイシドリヤチョウカミグチ|イワテ石鳥谷町上口|イワテケンいしどりやちょうかみぐち|イワテケンイシドリヤチョウカミグチ|イワテケン石鳥谷町上口|岩手いしどりやちょうかみぐち|岩手イシドリヤチョウカミグチ|岩手石鳥谷町上口|岩手县いしどりやちょうかみぐち|岩手县イシドリヤチョウカミグチ|岩手县石鳥谷町上口|岩手県いしどりやちょうかみぐち|岩手県イシドリヤチョウカミグチ|岩手県石鳥谷町上口|岩手縣いしどりやちょうかみぐち|岩手縣イシドリヤチョウカミグチ|岩手縣石鳥谷町上口
Ishidoriyachō-kitaterabayashi (Iwate)	39.49229	141.12917	PPL	0	ishidoriyachōkitaterabayashi|ishidoriyachokitaterabayashi|いしどりやちょうきたてらばやし|イシドリヤチョウキタテラバヤシ|石鳥谷町北寺林|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょうきたてらばやし|いわてイシドリヤチョウキタテラバヤシ|いわて石鳥谷町北寺林|いわてけんいしどりやちょうきたてらばやし|いわてけんイシドリヤチョウキタテラバヤシ|いわてけん石鳥谷町北寺林|イワテいしどりやちょうきたてらばやし|イワテイシドリヤチョウキタテラバヤシ|イワテ石鳥谷町北寺林|イワテケンいしどりやちょうきたてらばやし|イワテケンイシドリヤチョウキタテラバヤシ|イワテケン石鳥谷町北寺林|岩手いしどりやちょうきたてらばやし|岩手イシドリヤチョウキタテラバヤシ|岩手石鳥谷町北寺林|岩手县いしどりやちょうきたてらばやし|岩手县イシドリヤチョウキタテラバヤシ|岩手县石鳥谷町北寺林|岩手県いしどりやちょうきたてらばやし|岩手県イシドリヤチョウキタテラバヤシ|岩手県石鳥谷町北寺林|岩手縣いしどりやちょうきたてらばやし|岩手縣イシドリヤチョウキタテラバヤシ|岩手縣石鳥谷町北寺林
Ishidoriyachō-komoribayashi (Iwate)	39.45656	141.13638	PPL	0	ishidoriyachōkomoribayashi|ishidoriyachokomoribayashi|いしどりやちょうこもりばやし|イシドリヤチョウコモリバヤシ|石鳥谷町小森林|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょうこもりばやし|いわてイシドリヤチョウコモリバヤシ|いわて石鳥谷町小森林|いわてけんいしどりやちょうこもりばやし|いわてけんイシドリヤチョウコモリバヤシ|いわてけん石鳥谷町小森林|イワテいしどりやちょうこもりばやし|イワテイシドリヤチョウコモリバヤシ|イワテ石鳥谷町小森林|イワテケンいしどりやちょうこもりばやし|イワテケンイシドリヤチョウコモリバヤシ|イワテケン石鳥谷町小森林|岩手いしどりやちょうこもりばやし|岩手イシドリヤチョウコモリバヤシ|岩手石鳥谷町小森林|岩手县いしどりやちょうこもりばやし|岩手县イシドリヤチョウコモリバヤシ|岩手县石鳥谷町小森林|岩手県いしどりやちょうこもりばやし|岩手県イシドリヤチョウコモリバヤシ|岩手県石鳥谷町小森林|岩手縣いしどりやちょうこもりばやし|岩手縣イシドリヤチョウコモリバヤシ|岩手縣石鳥谷町小森林
Ishidoriyachō-kuronuma (Iwate)	39.45681	141.14437	PPL	0	ishidoriyachōkuronuma|ishidoriyachokuronuma|いしどりやちょうくろぬま|イシドリヤチョウクロヌマ|石鳥谷町黒沼|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょうくろぬま|いわてイシドリヤチョウクロヌマ|いわて石鳥谷町黒沼|いわてけんいしどりやちょうくろぬま|いわてけんイシドリヤチョウクロヌマ|いわてけん石鳥谷町黒沼|イワテいしどりやちょうくろぬま|イワテイシドリヤチョウクロヌマ|イワテ石鳥谷町黒沼|イワテケンいしどりやちょうくろぬま|イワテケンイシドリヤチョウクロヌマ|イワテケン石鳥谷町黒沼|岩手いしどりやちょうくろぬま|岩手イシドリヤチョウクロヌマ|岩手石鳥谷町黒沼|岩手县いしどりやちょうくろぬま|岩手县イシドリヤチョウクロヌマ|岩手县石鳥谷町黒沼|岩手県いしどりやちょうくろぬま|岩手県イシドリヤチョウクロヌマ|岩手県石鳥谷町黒沼|岩手縣いしどりやちょうくろぬま|岩手縣イシドリヤチョウクロヌマ|岩手縣石鳥谷町黒沼
Ishidoriyachō-kōchi (Iwate)	39.4958	141.1469	PPL	0	ishidoriyachōkōchi|ishidoriyachokochi|いしどりやちょうこうち|イシドリヤチョウコウチ|石鳥谷町好地|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわていしどりやちょうこうち|いわてイシドリヤチョウコウチ|いわて石鳥谷町好地|いわてけんいしどりやちょうこうち|いわてけんイシドリヤチョウコウチ|いわてけん石鳥谷町好地|イワテいしどりやちょうこうち|イワテイシドリヤチョウコウチ|イワテ石鳥谷町好地|イワテケンいしどりやちょうこうち|イワテケンイシドリヤチョウコウチ|イワテケン石鳥谷町好地|岩手いしどりやちょうこうち|岩手イシドリヤチョウコウチ|岩手石鳥谷町好地|岩手县いしどりやちょうこうち|岩手县イシドリヤチョウコウチ|岩手县石鳥谷町好地|岩手県いしどりやちょうこうち|岩手県イシドリヤチョウコウチ|岩手県石鳥谷町好地|岩手縣いしどりやちょうこうち|岩手縣イシドリヤチョウコウチ|岩手縣石鳥谷町好地
