# Source: GeoNames JP dump (https://download.geonames.org/export/dump/JP.zip)
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Columns: display_name	lat	lon	feature_code	population	search_terms
Nameishi (Kumamoto)	32.90267	130.53386	PPL	0	nameishi|なめいし|ナメイシ|滑石|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもとなめいし|くまもとナメイシ|くまもと滑石|くまもとけんなめいし|くまもとけんナメイシ|くまもとけん滑石|クマモトなめいし|クマモトナメイシ|クマモト滑石|クマモトケンなめいし|クマモトケンナメイシ|クマモトケン滑石|熊本なめいし|熊本ナメイシ|熊本滑石|熊本县なめいし|熊本县ナメイシ|熊本县滑石|熊本県なめいし|熊本県ナメイシ|熊本県滑石|熊本縣なめいし|熊本縣ナメイシ|熊本縣滑石
Namekawa (Chiba-ken)	35.86667	140.35	PPL	0	namekawa|chibaken|ちばけん|千叶县|千葉|千葉県|千葉縣
Nameri (Shizuoka)	35.14718	138.89488	PPL	0	nameri|納米里|shizuoka|しずおか|しずおかけん|シズオカ|シズオカケン|静冈县|静岡|静岡県|靜岡縣|しずおか納米里|しずおかけん納米里|シズオカ納米里|シズオカケン納米里|静冈县納米里|静岡納米里|静岡県納米里|靜岡縣納米里
Namerichō (Ōsaka-fu)	34.42542	135.5193	PPL	0	namerichō|namericho|南面利町|ōsakafu|osakafu|おおさかふ|大阪|大阪府|おおさかふ南面利町|大阪南面利町|大阪府南面利町
Namerikawa (Toyama-ken)	36.75965	137.36215	PPLA2	34638	namerikawa|滑川|滑川市|toyamaken|とやまけん|富山|富山县|富山県|富山縣|とやまけん滑川|とやまけん滑川市|富山滑川|富山滑川市|富山县滑川|富山县滑川市|富山県滑川|富山県滑川市|富山縣滑川|富山縣滑川市
Namerikawa-shi (Toyama-ken)	36.74934	137.38129	ADM2	33733	namerikawashi|滑川|滑川市|toyamaken|とやまけん|富山|富山县|富山県|富山縣|とやまけん滑川|とやまけん滑川市|富山滑川|富山滑川市|富山县滑川|富山县滑川市|富山県滑川|富山県滑川市|富山縣滑川|富山縣滑川市
Nameshi (Nagasaki Prefecture)	32.80688	129.83666	PPLX	0	nameshi|滑石|nagasakiprefecture|なかさき|なかさきけん|ナガサキ|ナガサキケン|長崎|長崎県|長崎縣|长崎县|なかさき滑石|なかさきけん滑石|ナガサキ滑石|ナガサキケン滑石|長崎滑石|長崎県滑石|長崎縣滑石|长崎县滑石
Nametsu (Miyagi-ken)	38.00944	140.40333	PPL	0	nametsu|滑津|miyagiken|みやぎけん|ミヤギケン|宫城县|宮城|宮城县|宮城県|宮城縣|みやぎけん滑津|ミヤギケン滑津|宫城县滑津|宮城滑津|宮城县滑津|宮城県滑津|宮城縣滑津
Nami (Yamaguchi)	34.11667	131.6	PPL	0	nami|yamaguchi|やまぐち|やまぐちけん|ヤマグチ|ヤマグチケン|山口|山口县|山口県|山口縣
Namidate-maeda (Aomori-ken)	40.8162	140.72148	PPL	0	namidatemaeda|なみだてまえだ|ナミダテマエダ|浪館前田|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんなみだてまえだ|あおもりけんナミダテマエダ|あおもりけん浪館前田|アオモリケンなみだてまえだ|アオモリケンナミダテマエダ|アオモリケン浪館前田|青森なみだてまえだ|青森ナミダテマエダ|青森浪館前田|青森县なみだてまえだ|青森县ナミダテマエダ|青森县浪館前田|青森県なみだてまえだ|青森県ナミダテマエダ|青森県浪館前田|青森縣なみだてまえだ|青森縣ナミダテマエダ|青森縣浪館前田
Namie (Fukushima-ken)	37.48333	141	PPL	21866	namie|fukushimaken|ふくしまけん|福岛县|福島|福島県|福島縣
Namie Machi (Fukushima-ken)	37.51693	140.86432	ADM3	19402	namiemachi|なみえまち|ナミエマチ|浪江町|fukushimaken|ふくしまけん|福岛县|福島|福島県|福島縣|ふくしまけんなみえまち|ふくしまけんナミエマチ|ふくしまけん浪江町|福岛县なみえまち|福岛县ナミエマチ|福岛县浪江町|福島なみえまち|福島ナミエマチ|福島浪江町|福島県なみえまち|福島県ナミエマチ|福島県浪江町|福島縣なみえまち|福島縣ナミエマチ|福島縣浪江町
Namigaeshi (Aomori-ken)	40.95364	140.65837	PPL	0	namigaeshi|なみかえし|ナミガエシ|浪返|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんなみかえし|あおもりけんナミガエシ|あおもりけん浪返|アオモリケンなみかえし|アオモリケンナミガエシ|アオモリケン浪返|青森なみかえし|青森ナミガエシ|青森浪返|青森县なみかえし|青森县ナミガエシ|青森县浪返|青森県なみかえし|青森県ナミガエシ|青森県浪返|青森縣なみかえし|青森縣ナミガエシ|青森縣浪返
Namigi (Tokyo Prefecture)	35.58361	139.42361	PPL	0	namigi|tokyoprefecture|とうきょうと|东京都|東京|東京都
Namihira (Okinawa)	26.40305	127.72862	PPL	0	namihira|なみひら|波平|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわなみひら|おきなわ波平|おきなわけんなみひら|おきなわけん波平|オキナワなみひら|オキナワ波平|オキナワケンなみひら|オキナワケン波平|冲绳县なみひら|冲绳县波平|沖縄なみひら|沖縄波平|沖縄県なみひら|沖縄県波平|沖繩縣なみひら|沖繩縣波平
Namiita (Miyagi-ken)	38.90779	141.58781	PPL	0	namiita|なみいた|ナミイタ|浪板|miyagiken|みやぎけん|ミヤギケン|宫城县|宮城|宮城县|宮城県|宮城縣|みやぎけんなみいた|みやぎけんナミイタ|みやぎけん浪板|ミヤギケンなみいた|ミヤギケンナミイタ|ミヤギケン浪板|宫城县なみいた|宫城县ナミイタ|宫城县浪板|宮城なみいた|宮城ナミイタ|宮城浪板|宮城县なみいた|宮城县ナミイタ|宮城县浪板|宮城県なみいた|宮城県ナミイタ|宮城県浪板|宮城縣なみいた|宮城縣ナミイタ|宮城縣浪板
Namikata (Ehime)	34.1198	132.95165	PPL	0	namikata|波方町|ehime|えひめ|えひめけん|エヒメ|エヒメケン|愛媛|愛媛県|愛媛縣|爱媛县|えひめ波方町|えひめけん波方町|エヒメ波方町|エヒメケン波方町|愛媛波方町|愛媛県波方町|愛媛縣波方町|爱媛县波方町
Namikata (Ehime)	34.11667	132.96667	PPL	0	namikata|ehime|えひめ|えひめけん|エヒメ|エヒメケン|愛媛|愛媛県|愛媛縣|爱媛县
Namikatachō-mategata (Ehime)	34.11601	132.92523	PPL	0	namikatachōmategata|namikatachomategata|波方町馬刀潟|ehime|えひめ|えひめけん|エヒメ|エヒメケン|愛媛|愛媛県|愛媛縣|爱媛县|えひめ波方町馬刀潟|えひめけん波方町馬刀潟|エヒメ波方町馬刀潟|エヒメケン波方町馬刀潟|愛媛波方町馬刀潟|愛媛県波方町馬刀潟|愛媛縣波方町馬刀潟|爱媛县波方町馬刀潟
Namikatachō-miyazaki (Ehime)	34.11597	132.90937	PPL	0	namikatachōmiyazaki|namikatachomiyazaki|波方町宮崎|ehime|えひめ|えひめけん|エヒメ|エヒメケン|愛媛|愛媛県|愛媛縣|爱媛县|えひめ波方町宮崎|えひめけん波方町宮崎|エヒメ波方町宮崎|エヒメケン波方町宮崎|愛媛波方町宮崎|愛媛県波方町宮崎|愛媛縣波方町宮崎|爱媛县波方町宮崎
Namikatachō-obe (Ehime)	34.10586	132.9295	PPL	0	namikatachōobe|namikatachoobe|波方町小部|ehime|えひめ|えひめけん|エヒメ|エヒメケン|愛媛|愛媛県|愛媛縣|爱媛县|えひめ波方町小部|えひめけん波方町小部|エヒメ波方町小部|エヒメケン波方町小部|愛媛波方町小部|愛媛県波方町小部|愛媛縣波方町小部|爱媛县波方町小部
Namiki (Chiba-ken)	35.87534	140.02254	PPLX	0	namiki|並木|chibaken|ちばけん|千叶县|千葉|千葉県|千葉縣|ちばけん並木|千叶县並木|千葉並木|千葉県並木|千葉縣並木
Namiki (Kanagawa)	35.36415	139.63919	PPL	0	namiki|なみき|ナミキ|並木|kanagawa|かなかわ|かなかわけん|カナガワ|カナガワケン|神奈川|神奈川县|神奈川県|神奈川縣|かなかわなみき|かなかわナミキ|かなかわ並木|かなかわけんなみき|かなかわけんナミキ|かなかわけん並木|カナガワなみき|カナガワナミキ|カナガワ並木|カナガワケンなみき|カナガワケンナミキ|カナガワケン並木|神奈川なみき|神奈川ナミキ|神奈川並木|神奈川县なみき|神奈川县ナミキ|神奈川县並木|神奈川県なみき|神奈川県ナミキ|神奈川県並木|神奈川縣なみき|神奈川縣ナミキ|神奈川縣並木
Namiki (Kanagawa)	35.55522	139.38376	PPLX	0	namiki|並木|kanagawa|かなかわ|かなかわけん|カナガワ|カナガワケン|神奈川|神奈川县|神奈川県|神奈川縣|かなかわ並木|かなかわけん並木|カナガワ並木|カナガワケン並木|神奈川並木|神奈川县並木|神奈川県並木|神奈川縣並木
Namiki (Saitama-ken)	35.90207	139.52347	PPL	0	namiki|なみき|ナミキ|並木|saitamaken|埼玉|埼玉县|埼玉県|埼玉縣|埼玉なみき|埼玉ナミキ|埼玉並木|埼玉县なみき|埼玉县ナミキ|埼玉县並木|埼玉県なみき|埼玉県ナミキ|埼玉県並木|埼玉縣なみき|埼玉縣ナミキ|埼玉縣並木
Namiki (Saitama-ken)	35.81595	139.70844	PPLX	0	namiki|なみき|ナミキ|並木|saitamaken|埼玉|埼玉县|埼玉県|埼玉縣|埼玉なみき|埼玉ナミキ|埼玉並木|埼玉县なみき|埼玉县ナミキ|埼玉县並木|埼玉県なみき|埼玉県ナミキ|埼玉県並木|埼玉縣なみき|埼玉縣ナミキ|埼玉縣並木
Namiki (Saitama-ken)	35.94546	139.68387	PPLX	0	namiki|並木|saitamaken|埼玉|埼玉县|埼玉県|埼玉縣|埼玉並木|埼玉县並木|埼玉県並木|埼玉縣並木
Namiki (Shizuoka)	35.11584	138.93653	PPLX	0	namiki|並木|shizuoka|しずおか|しずおかけん|シズオカ|シズオカケン|静冈县|静岡|静岡県|靜岡縣|しずおか並木|しずおかけん並木|シズオカ並木|シズオカケン並木|静冈县並木|静岡並木|静岡県並木|靜岡縣並木
Namiki-motomachi (Saitama-ken)	35.80777	139.71453	PPL	0	namikimotomachi|なみきもとまち|ナミキモトマチ|並木元町|saitamaken|埼玉|埼玉县|埼玉県|埼玉縣|埼玉なみきもとまち|埼玉ナミキモトマチ|埼玉並木元町|埼玉县なみきもとまち|埼玉县ナミキモトマチ|埼玉县並木元町|埼玉県なみきもとまち|埼玉県ナミキモトマチ|埼玉県並木元町|埼玉縣なみきもとまち|埼玉縣ナミキモトマチ|埼玉縣並木元町
Namikicho (Tokyo Prefecture)	35.65297	139.30248	PPLX	0	namikicho|並木町|tokyoprefecture|とうきょうと|东京都|東京|東京都|とうきょうと並木町|东京都並木町|東京並木町|東京都並木町
Namikichō (Hokkaido)	43.82889	143.91459	PPL	0	namikichō|namikicho|なみきちょう|ナミキチョウ|並木町|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどうなみきちょう|ほっかいどうナミキチョウ|ほっかいどう並木町|ホッカイドウなみきちょう|ホッカイドウナミキチョウ|ホッカイドウ並木町|北海なみきちょう|北海ナミキチョウ|北海並木町|北海道なみきちょう|北海道ナミキチョウ|北海道並木町
Namikichō (Kanagawa)	35.3795	139.17828	PPL	0	namikichō|namikicho|並木町|kanagawa|かなかわ|かなかわけん|カナガワ|カナガワケン|神奈川|神奈川县|神奈川県|神奈川縣|かなかわ並木町|かなかわけん並木町|カナガワ並木町|カナガワケン並木町|神奈川並木町|神奈川县並木町|神奈川県並木町|神奈川縣並木町
Namikidōri-higashi (Hokkaido)	42.30053	143.31768	PPL	0	namikidōrihigashi|namikidorihigashi|なみきどおりひかし|ナミキドオリヒガシ|並木通東|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどうなみきどおりひかし|ほっかいどうナミキドオリヒガシ|ほっかいどう並木通東|ホッカイドウなみきどおりひかし|ホッカイドウナミキドオリヒガシ|ホッカイドウ並木通東|北海なみきどおりひかし|北海ナミキドオリヒガシ|北海並木通東|北海道なみきどおりひかし|北海道ナミキドオリヒガシ|北海道並木通東
Namikidōri-nishi (Hokkaido)	42.30044	143.31472	PPL	0	namikidōrinishi|namikidorinishi|なみきどおりにし|ナミキドオリニシ|並木通西|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどうなみきどおりにし|ほっかいどうナミキドオリニシ|ほっかいどう並木通西|ホッカイドウなみきどおりにし|ホッカイドウナミキドオリニシ|ホッカイドウ並木通西|北海なみきどおりにし|北海ナミキドオリニシ|北海並木通西|北海道なみきどおりにし|北海道ナミキドオリニシ|北海道並木通西
Namikinishi (Aomori-ken)	40.6018	141.19964	PPL	0	namikinishi|なみきにし|ナミキニシ|並木西|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんなみきにし|あおもりけんナミキニシ|あおもりけん並木西|アオモリケンなみきにし|アオモリケンナミキニシ|アオモリケン並木西|青森なみきにし|青森ナミキニシ|青森並木西|青森县なみきにし|青森县ナミキニシ|青森县並木西|青森県なみきにし|青森県ナミキニシ|青森県並木西|青森縣なみきにし|青森縣ナミキニシ|青森縣並木西
Namimatsu (Ehime)	33.2053	132.55614	PPLX	0	namimatsu|並松|ehime|えひめ|えひめけん|エヒメ|エヒメケン|愛媛|愛媛県|愛媛縣|爱媛县|えひめ並松|えひめけん並松|エヒメ並松|エヒメケン並松|愛媛並松|愛媛県並松|愛媛縣並松|爱媛县並松
Namimatsu (Fukui)	36.26483	136.20326	PPL	0	namimatsu|fukui|ふくい|ふくいけん|フクイ|フクイケン|福井|福井县|福井県|福井縣
Namimatsucho (Hyōgo)	34.65063	135.13578	PPLX	0	namimatsucho|浪松町|hyōgo|hyogo|ひょうご|ひょうごけん|ヒョウゴ|ヒョウゴケン|兵库县|兵庫|兵庫県|兵庫縣|ひょうご浪松町|ひょうごけん浪松町|ヒョウゴ浪松町|ヒョウゴケン浪松町|兵库县浪松町|兵庫浪松町|兵庫県浪松町|兵庫縣浪松町
Namino-akanita (Kumamoto)	32.94157	131.23257	PPL	0	naminoakanita|なみのあかにた|ナミノアカニタ|波野赤仁田|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもとなみのあかにた|くまもとナミノアカニタ|くまもと波野赤仁田|くまもとけんなみのあかにた|くまもとけんナミノアカニタ|くまもとけん波野赤仁田|クマモトなみのあかにた|クマモトナミノアカニタ|クマモト波野赤仁田|クマモトケンなみのあかにた|クマモトケンナミノアカニタ|クマモトケン波野赤仁田|熊本なみのあかにた|熊本ナミノアカニタ|熊本波野赤仁田|熊本县なみのあかにた|熊本县ナミノアカニタ|熊本县波野赤仁田|熊本県なみのあかにた|熊本県ナミノアカニタ|熊本県波野赤仁田|熊本縣なみのあかにた|熊本縣ナミノアカニタ|熊本縣波野赤仁田
Namino-nakae (Kumamoto)	32.9308	131.24561	PPL	0	naminonakae|なみのなかえ|ナミノナカエ|浪野中江|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもとなみのなかえ|くまもとナミノナカエ|くまもと浪野中江|くまもとけんなみのなかえ|くまもとけんナミノナカエ|くまもとけん浪野中江|クマモトなみのなかえ|クマモトナミノナカエ|クマモト浪野中江|クマモトケンなみのなかえ|クマモトケンナミノナカエ|クマモトケン浪野中江|熊本なみのなかえ|熊本ナミノナカエ|熊本浪野中江|熊本县なみのなかえ|熊本县ナミノナカエ|熊本县浪野中江|熊本県なみのなかえ|熊本県ナミノナカエ|熊本県浪野中江|熊本縣なみのなかえ|熊本縣ナミノナカエ|熊本縣浪野中江
Namino-namino (Kumamoto)	32.90732	131.18006	PPL	0	naminonamino|なみのなみの|ナミノナミノ|波野波野|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもとなみのなみの|くまもとナミノナミノ|くまもと波野波野|くまもとけんなみのなみの|くまもとけんナミノナミノ|くまもとけん波野波野|クマモトなみのなみの|クマモトナミノナミノ|クマモト波野波野|クマモトケンなみのなみの|クマモトケンナミノナミノ|クマモトケン波野波野|熊本なみのなみの|熊本ナミノナミノ|熊本波野波野|熊本县なみのなみの|熊本县ナミノナミノ|熊本县波野波野|熊本県なみのなみの|熊本県ナミノナミノ|熊本県波野波野|熊本縣なみのなみの|熊本縣ナミノナミノ|熊本縣波野波野
Namino-ozono (Kumamoto)	32.95483	131.22412	PPL	0	naminoozono|なみのおぞの|ナミノオゾノ|波野小園|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもとなみのおぞの|くまもとナミノオゾノ|くまもと波野小園|くまもとけんなみのおぞの|くまもとけんナミノオゾノ|くまもとけん波野小園|クマモトなみのおぞの|クマモトナミノオゾノ|クマモト波野小園|クマモトケンなみのおぞの|クマモトケンナミノオゾノ|クマモトケン波野小園|熊本なみのおぞの|熊本ナミノオゾノ|熊本波野小園|熊本县なみのおぞの|熊本县ナミノオゾノ|熊本县波野小園|熊本県なみのおぞの|熊本県ナミノオゾノ|熊本県波野小園|熊本縣なみのおぞの|熊本縣ナミノオゾノ|熊本縣波野小園
Namino-shinnamino (Kumamoto)	32.92198	131.17092	PPL	0	naminoshinnamino|なみのしんなみの|ナミノシンナミノ|波野新波野|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもとなみのしんなみの|くまもとナミノシンナミノ|くまもと波野新波野|くまもとけんなみのしんなみの|くまもとけんナミノシンナミノ|くまもとけん波野新波野|クマモトなみのしんなみの|クマモトナミノシンナミノ|クマモト波野新波野|クマモトケンなみのしんなみの|クマモトケンナミノシンナミノ|クマモトケン波野新波野|熊本なみのしんなみの|熊本ナミノシンナミノ|熊本波野新波野|熊本县なみのしんなみの|熊本县ナミノシンナミノ|熊本县波野新波野|熊本県なみのしんなみの|熊本県ナミノシンナミノ|熊本県波野新波野|熊本縣なみのしんなみの|熊本縣ナミノシンナミノ|熊本縣波野新波野
Namino-shōchino (Kumamoto)	32.95418	131.19137	PPL	0	naminoshōchino|naminoshochino|なみのしょうちの|ナミノショウチノ|波野小地野|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもとなみのしょうちの|くまもとナミノショウチノ|くまもと波野小地野|くまもとけんなみのしょうちの|くまもとけんナミノショウチノ|くまもとけん波野小地野|クマモトなみのしょうちの|クマモトナミノショウチノ|クマモト波野小地野|クマモトケンなみのしょうちの|クマモトケンナミノショウチノ|クマモトケン波野小地野|熊本なみのしょうちの|熊本ナミノショウチノ|熊本波野小地野|熊本县なみのしょうちの|熊本县ナミノショウチノ|熊本县波野小地野|熊本県なみのしょうちの|熊本県ナミノショウチノ|熊本県波野小地野|熊本縣なみのしょうちの|熊本縣ナミノショウチノ|熊本縣波野小地野
Naminohiramachi (Nagasaki Prefecture)	32.73333	129.86667	PPLX	0	naminohiramachi|nagasakiprefecture|なかさき|なかさきけん|ナガサキ|ナガサキケン|長崎|長崎県|長崎縣|长崎县
Naminoue (Okinawa)	24.40397	123.83102	PPL	0	naminoue|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣
Naminoura (Wakayama)	33.44504	135.76009	PPL	0	naminoura|wakayama|わかやま|わかやまけん|ワカヤマ|ワカヤマケン|和歌山|和歌山县|和歌山県|和歌山縣
Namioka (Aomori-ken)	40.71069	140.59048	PPL	20681	namioka|なみおか|ナミオカ|浪岡|浪岡町|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんなみおか|あおもりけんナミオカ|あおもりけん浪岡|あおもりけん浪岡町|アオモリケンなみおか|アオモリケンナミオカ|アオモリケン浪岡|アオモリケン浪岡町|青森なみおか|青森ナミオカ|青森浪岡|青森浪岡町|青森县なみおか|青森县ナミオカ|青森县浪岡|青森县浪岡町|青森県なみおか|青森県ナミオカ|青森県浪岡|青森県浪岡町|青森縣なみおか|青森縣ナミオカ|青森縣浪岡|青森縣浪岡町
Namisato (Okinawa)	26.4542	127.92937	PPL	0	namisato|並里|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわ並里|おきなわけん並里|オキナワ並里|オキナワケン並里|冲绳县並里|沖縄並里|沖縄県並里|沖繩縣並里
Namitatemachi (Kumamoto)	32.75438	130.63785	PPL	0	namitatemachi|なみたてまち|ナミタテマチ|並建町|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもとなみたてまち|くまもとナミタテマチ|くまもと並建町|くまもとけんなみたてまち|くまもとけんナミタテマチ|くまもとけん並建町|クマモトなみたてまち|クマモトナミタテマチ|クマモト並建町|クマモトケンなみたてまち|クマモトケンナミタテマチ|クマモトケン並建町|熊本なみたてまち|熊本ナミタテマチ|熊本並建町|熊本县なみたてまち|熊本县ナミタテマチ|熊本县並建町|熊本県なみたてまち|熊本県ナミタテマチ|熊本県並建町|熊本縣なみたてまち|熊本縣ナミタテマチ|熊本縣並建町
Namitokomachi (Kumamoto)	32.20616	130.76942	PPL	0	namitokomachi|浪床町|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもと浪床町|くまもとけん浪床町|クマモト浪床町|クマモトケン浪床町|熊本浪床町|熊本县浪床町|熊本県浪床町|熊本縣浪床町
Namiuchi (Aomori-ken)	40.92499	140.87171	PPL	0	namiuchi|なみうち|ナミウチ|浪打|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんなみうち|あおもりけんナミウチ|あおもりけん浪打|アオモリケンなみうち|アオモリケンナミウチ|アオモリケン浪打|青森なみうち|青森ナミウチ|青森浪打|青森县なみうち|青森县ナミウチ|青森县浪打|青森県なみうち|青森県ナミウチ|青森県浪打|青森縣なみうち|青森縣ナミウチ|青森縣浪打
Namiuchi (Aomori-ken)	40.82496	140.77927	PPL	0	namiuchi|なみうち|ナミウチ|浪打|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんなみうち|あおもりけんナミウチ|あおもりけん浪打|アオモリケンなみうち|アオモリケンナミウチ|アオモリケン浪打|青森なみうち|青森ナミウチ|青森浪打|青森县なみうち|青森县ナミウチ|青森县浪打|青森県なみうち|青森県ナミウチ|青森県浪打|青森縣なみうち|青森縣ナミウチ|青森縣浪打
Namiuchimachi (Fukuoka Prefecture)	33.91229	130.80159	PPL	0	namiuchimachi|波打町|fukuokaprefecture|ふくおかけん|福冈县|福岡|福岡県|福岡縣|ふくおかけん波打町|福冈县波打町|福岡波打町|福岡県波打町|福岡縣波打町
Namiyanagi (Miyagi-ken)	38.45261	141.10994	PPL	0	namiyanagi|なみやなぎ|ナミヤナギ|並柳|miyagiken|みやぎけん|ミヤギケン|宫城县|宮城|宮城县|宮城県|宮城縣|みやぎけんなみやなぎ|みやぎけんナミヤナギ|みやぎけん並柳|ミヤギケンなみやなぎ|ミヤギケンナミヤナギ|ミヤギケン並柳|宫城县なみやなぎ|宫城县ナミヤナギ|宫城县並柳|宮城なみやなぎ|宮城ナミヤナギ|宮城並柳|宮城县なみやなぎ|宮城县ナミヤナギ|宮城县並柳|宮城県なみやなぎ|宮城県ナミヤナギ|宮城県並柳|宮城縣なみやなぎ|宮城縣ナミヤナギ|宮城縣並柳
Namiyanagi (Niigata-ken)	37.27107	138.97903	PPL	0	namiyanagi|並柳|niigataken|にいかたけん|新潟|新潟县|新潟県|新潟縣|にいかたけん並柳|新潟並柳|新潟县並柳|新潟県並柳|新潟縣並柳
Namiyoke (Ōsaka-fu)	34.67215	135.46355	PPLX	0	namiyoke|波除|ōsakafu|osakafu|おおさかふ|大阪|大阪府|おおさかふ波除|大阪波除|大阪府波除
Namiyosechō (Fukui)	36.15395	136.14782	PPL	0	namiyosechō|namiyosecho|波寄町|fukui|ふくい|ふくいけん|フクイ|フクイケン|福井|福井县|福井県|福井縣|ふくい波寄町|ふくいけん波寄町|フクイ波寄町|フクイケン波寄町|福井波寄町|福井县波寄町|福井県波寄町|福井縣波寄町
Namizato (Okinawa)	26.6525	127.92472	PPL	0	namizato|並里|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわ並里|おきなわけん並里|オキナワ並里|オキナワケン並里|冲绳县並里|沖縄並里|沖縄県並里|沖繩縣並里
Namomida (Iwate)	39.36973	141.07068	PPL	0	namomida|なもみだ|ナモミダ|葹田|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわてなもみだ|いわてナモミダ|いわて葹田|いわてけんなもみだ|いわてけんナモミダ|いわてけん葹田|イワテなもみだ|イワテナモミダ|イワテ葹田|イワテケンなもみだ|イワテケンナモミダ|イワテケン葹田|岩手なもみだ|岩手ナモミダ|岩手葹田|岩手县なもみだ|岩手县ナモミダ|岩手县葹田|岩手県なもみだ|岩手県ナモミダ|岩手県葹田|岩手縣なもみだ|岩手縣ナモミダ|岩手縣葹田
Nampudai (Ōsaka-fu)	34.48526	135.60107	PPLX	0	nampudai|楠風台|ōsakafu|osakafu|おおさかふ|大阪|大阪府|おおさかふ楠風台|大阪楠風台|大阪府楠風台
Nan'yō Shi (Yamagata-ken)	38.10319	140.15609	ADM2	33358	nan'yōshi|nan'yoshi|なんようし|ナンヨウシ|南陽|南陽市|yamagataken|やまかたけん|山形|山形县|山形県|山形縣|やまかたけんなんようし|やまかたけんナンヨウシ|やまかたけん南陽|やまかたけん南陽市|山形なんようし|山形ナンヨウシ|山形南陽|山形南陽市|山形县なんようし|山形县ナンヨウシ|山形县南陽|山形县南陽市|山形県なんようし|山形県ナンヨウシ|山形県南陽|山形県南陽市|山形縣なんようし|山形縣ナンヨウシ|山形縣南陽|山形縣南陽市
Nanabanchi (Hokkaido)	45.25682	148.09369	PPL	0	nanabanchi|ななばんち|ナナバンチ|七番地|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどうななばんち|ほっかいどうナナバンチ|ほっかいどう七番地|ホッカイドウななばんち|ホッカイドウナナバンチ|ホッカイドウ七番地|北海ななばんち|北海ナナバンチ|北海七番地|北海道ななばんち|北海道ナナバンチ|北海道七番地
Nanae (Hokkaido)	44.33886	142.9611	PPL	0	nanae|ななえ|ナナエ|七重|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどうななえ|ほっかいどうナナエ|ほっかいどう七重|ホッカイドウななえ|ホッカイドウナナエ|ホッカイドウ七重|北海ななえ|北海ナナエ|北海七重|北海道ななえ|北海道ナナエ|北海道七重
Nanae Chō (Hokkaido)	41.94877	140.70027	ADM3	28824	nanaechō|nanaecho|ななえちょう|ナナエチョウ|七飯町|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどうななえちょう|ほっかいどうナナエチョウ|ほっかいどう七飯町|ホッカイドウななえちょう|ホッカイドウナナエチョウ|ホッカイドウ七飯町|北海ななえちょう|北海ナナエチョウ|北海七飯町|北海道ななえちょう|北海道ナナエチョウ|北海道七飯町
Nanaehama (Hokkaido)	41.81667	140.71667	PPL	0	nanaehama|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道
Nanaemachi (Fukuoka Prefecture)	33.80536	130.72319	PPL	0	nanaemachi|七重町|fukuokaprefecture|ふくおかけん|福冈县|福岡|福岡県|福岡縣|ふくおかけん七重町|福冈县七重町|福岡七重町|福岡県七重町|福岡縣七重町
